timestamp,machine_id,machine_type,machine_age_hours,hours_since_last_maintenance,last_maintenance_type,vibration_rms_mm_s,bearing_temperature_C,motor_current_A,hydraulic_pressure_bar,oil_condition_index,coolant_flow_L_min,noise_level_dB,torque_Nm,speed_deviation_pct,power_factor,insulation_resistance_MOhm,cumulative_load_cycles,anomaly_events_last_30d,degradation_index,rul_hours,failure_mode,alert_level
2023-01-23 16:00:00,Pickling_Line_01,Pickling Line,20233.2,1817.0,Lubrication,6.305,65.1,325.1,165.8,43.1,83.4,81.5,172.9,1.586,0.836,297.4,389150,2,0.6821,7264.7,Electrical Fault,Warning
2023-01-23 17:00:00,Ladle_Crane_02,Ladle Crane,1529.2,1659.0,Full Overhaul,0.924,47.7,331.2,198.2,95.3,116.3,69.8,169.5,0.258,0.939,495.8,25824,1,0.0437,47850.3,Normal,Normal
2023-01-23 17:00:00,Hot_Strip_Mill_01,Hot Strip Mill,18503.5,399.0,Full Overhaul,5.203,95.8,972.4,180.8,57.4,97.1,79.5,526.0,0.295,0.897,326.3,306024,2,0.5381,17766.4,Normal,Normal
2023-01-23 18:00:00,Hot_Strip_Mill_01,Hot Strip Mill,31034.3,1629.0,Full Overhaul,8.341,106.8,1071.7,168.4,46.0,76.5,83.9,566.1,3.195,0.835,224.8,452240,1,0.7966,6085.5,Bearing Failure,Warning
2023-01-23 19:00:00,Rolling_Mill_01,Rolling Mill,29341.8,504.0,Alignment Check,7.814,102.2,996.2,167.1,40.3,76.0,80.3,533.0,1.11,0.818,256.7,433106,9,0.7714,10027.6,Lubrication Failure,Warning
2023-01-23 20:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,30909.1,78.0,Seal Replacement,7.597,89.3,549.8,163.3,28.7,77.2,82.3,274.2,1.865,0.82,227.0,412984,5,0.827,0.0,Electrical Fault,Immediate Action
2023-01-23 22:00:00,Hydraulic_Press_01,Hydraulic Press,32279.5,1575.0,Bearing Replacement,8.501,79.9,263.8,170.1,41.4,75.1,86.6,127.7,2.763,0.816,202.6,275917,2,0.8956,0.0,Mechanical Wear,Immediate Action
2023-01-23 23:00:00,Annealing_Furnace_03,Annealing Furnace,3748.0,307.0,Bearing Replacement,1.04,115.0,364.6,197.1,100.0,113.4,71.5,186.1,1.108,0.957,493.6,33154,0,0.033,27668.4,Normal,Normal
2023-01-24 03:00:00,Continuous_Caster_03,Continuous Caster,4593.3,565.0,Bearing Replacement,1.14,93.3,616.7,198.9,99.0,123.5,74.8,316.3,1.438,0.939,524.1,47323,0,0.0735,30234.1,Normal,Normal
2023-01-24 03:00:00,Hot_Strip_Mill_01,Hot Strip Mill,19539.5,1533.0,Alignment Check,5.667,104.1,1057.0,179.1,51.6,91.4,78.1,519.9,1.243,0.844,301.4,200435,1,0.5915,20382.9,Lubrication Failure,Normal
2023-01-24 04:00:00,Hydraulic_Press_02,Hydraulic Press,31299.6,970.0,Alignment Check,7.936,85.4,248.5,159.7,35.9,73.4,83.1,125.0,5.915,0.845,267.0,271881,2,0.8513,0.0,Bearing Failure,Immediate Action
2023-01-24 04:00:00,Rolling_Mill_03,Rolling Mill,34104.8,1385.0,Full Overhaul,9.096,104.7,1081.3,160.6,23.7,74.0,88.0,507.0,3.709,0.781,168.0,476103,4,0.9724,5250.9,Electrical Fault,Critical
2023-01-24 04:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,1714.5,59.0,Full Overhaul,1.273,59.1,742.4,203.4,86.9,120.8,73.4,383.8,1.098,0.95,518.6,24186,0,0.0786,32471.4,Normal,Normal
2023-01-24 07:00:00,Hydraulic_Press_01,Hydraulic Press,12516.5,671.0,Full Overhaul,4.757,73.4,235.0,185.3,69.9,94.3,74.7,122.1,3.15,0.895,374.6,190160,3,0.4049,6971.1,Normal,Normal
2023-01-24 08:00:00,Annealing_Furnace_03,Annealing Furnace,7530.0,710.0,Lubrication,2.633,121.3,415.2,193.0,75.3,111.0,76.0,197.5,1.044,0.914,420.9,131375,2,0.2298,23612.8,Normal,Normal
2023-01-24 09:00:00,Continuous_Caster_01,Continuous Caster,26483.2,489.0,Alignment Check,7.167,111.2,702.5,166.9,39.5,78.7,86.5,367.9,2.5,0.814,290.7,509336,2,0.7743,10593.6,Thermal Degradation,Normal
2023-01-24 12:00:00,Cold_Rolling_Mill_01,Cold Rolling Mill,22442.8,751.0,Electrical Inspection,6.48,76.8,873.4,177.8,46.7,87.9,82.0,441.9,2.417,0.794,266.6,434866,2,0.6901,12640.9,Electrical Fault,Normal
2023-01-24 12:00:00,Annealing_Furnace_02,Annealing Furnace,4284.1,730.0,Electrical Inspection,2.135,121.0,406.3,204.0,84.0,123.2,73.0,195.1,0.488,0.897,483.5,80525,1,0.1431,27764.9,Normal,Normal
2023-01-24 18:00:00,Rolling_Mill_03,Rolling Mill,16974.9,1888.0,Lubrication,5.369,92.5,903.7,174.6,57.6,89.4,82.1,485.4,1.473,0.877,328.8,286861,3,0.5368,23470.0,Normal,Normal
2023-01-24 19:00:00,Cold_Rolling_Mill_01,Cold Rolling Mill,24021.9,1698.0,Electrical Inspection,5.83,69.6,869.6,180.8,56.6,92.4,79.5,425.5,3.675,0.871,302.9,385428,5,0.5792,13173.2,Mechanical Wear,Normal
2023-01-24 20:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,27287.3,1643.0,Electrical Inspection,7.195,79.9,935.9,162.1,35.4,71.2,84.7,480.6,3.883,0.864,231.6,256787,4,0.7755,8721.4,Bearing Failure,Warning
2023-01-24 20:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,799.8,7.0,Alignment Check,0.837,86.7,412.6,202.0,100.0,128.6,71.8,231.2,1.043,0.947,496.4,12698,0,0.0256,28740.9,Normal,Normal
2023-01-24 20:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,31177.4,731.0,Seal Replacement,8.173,80.3,940.2,166.8,35.6,65.2,83.2,456.8,4.117,0.818,206.0,308112,2,0.8849,4200.0,Lubrication Failure,Critical
2023-01-24 22:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,19967.9,312.0,Electrical Inspection,5.464,86.2,526.0,171.2,58.1,92.0,79.5,258.1,0.481,0.849,312.4,338392,3,0.5767,10352.8,Bearing Failure,Normal
2023-01-25 03:00:00,Rolling_Mill_01,Rolling Mill,28435.6,612.0,Lubrication,7.585,96.9,1016.9,172.9,35.1,85.5,79.4,520.4,7.455,0.824,229.1,282767,6,0.792,10743.2,Bearing Failure,Warning
2023-01-25 04:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,28297.0,337.0,Full Overhaul,7.827,87.8,550.9,161.1,39.4,77.2,86.3,282.8,2.378,0.823,206.6,457789,10,0.8479,709.2,Electrical Fault,Immediate Action
2023-01-25 05:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,6725.9,146.0,Seal Replacement,2.024,80.0,471.9,203.0,90.5,109.9,75.8,238.2,3.466,0.958,450.8,59638,2,0.1654,22814.7,Normal,Normal
2023-01-25 07:00:00,Hot_Strip_Mill_03,Hot Strip Mill,3945.0,1106.0,Electrical Inspection,1.46,88.9,908.2,196.6,91.0,114.3,74.0,457.0,0.516,0.942,467.8,46397,0,0.1018,32545.1,Normal,Normal
2023-01-25 08:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,25272.9,1520.0,Lubrication,7.432,95.0,556.1,167.5,33.4,78.7,82.7,276.8,4.133,0.823,236.1,315663,2,0.7943,6392.6,Lubrication Failure,Warning
2023-01-25 09:00:00,Rolling_Mill_01,Rolling Mill,5559.3,984.0,Bearing Replacement,2.848,87.1,897.5,187.7,85.2,100.6,76.9,458.0,0.742,0.903,432.9,65399,1,0.2241,35156.6,Normal,Normal
2023-01-25 12:00:00,Ladle_Crane_02,Ladle Crane,29762.8,574.0,Bearing Replacement,8.337,67.9,392.4,168.7,36.8,64.8,86.1,197.9,4.788,0.778,211.5,349095,7,0.8582,22668.4,Bearing Failure,Normal
2023-01-25 13:00:00,Hydraulic_Press_01,Hydraulic Press,25444.0,202.0,Alignment Check,6.898,77.3,240.4,173.9,50.1,90.9,84.0,132.2,2.97,0.819,262.8,366120,5,0.6951,0.0,Bearing Failure,Immediate Action
2023-01-25 19:00:00,Annealing_Furnace_01,Annealing Furnace,29479.7,1721.0,Alignment Check,7.256,139.7,425.6,170.3,42.2,77.9,84.2,240.6,4.014,0.829,235.8,527191,2,0.7606,3983.9,Lubrication Failure,Critical
2023-01-25 20:00:00,Hot_Strip_Mill_03,Hot Strip Mill,11149.3,304.0,Alignment Check,3.822,100.3,1026.8,184.9,75.3,96.5,76.7,517.7,0.51,0.881,452.6,99024,1,0.344,27678.6,Normal,Normal
2023-01-25 20:00:00,Annealing_Furnace_01,Annealing Furnace,10535.5,1278.0,Seal Replacement,3.102,128.6,394.5,184.5,74.7,105.2,75.9,205.2,0.005,0.906,414.6,194697,3,0.2944,21817.2,Normal,Normal
2023-01-25 21:00:00,Pickling_Line_02,Pickling Line,23525.6,594.0,Alignment Check,5.919,67.4,329.9,170.9,44.8,86.6,77.5,169.3,4.388,0.877,299.5,242513,3,0.6361,2682.0,Mechanical Wear,Critical
2023-01-25 21:00:00,Hydraulic_Press_03,Hydraulic Press,1197.5,1567.0,Bearing Replacement,1.273,63.0,209.1,190.0,98.7,122.3,70.1,107.7,1.202,0.96,531.7,14024,0,0.0345,18253.9,Normal,Normal
2023-01-25 23:00:00,Ladle_Crane_01,Ladle Crane,25454.7,1521.0,Lubrication,6.988,63.2,382.3,170.9,52.2,81.9,83.5,203.3,3.589,0.852,253.6,412499,8,0.7099,24600.7,Bearing Failure,Normal
2023-01-26 00:00:00,Rolling_Mill_03,Rolling Mill,29268.8,1328.0,Alignment Check,7.209,107.2,1020.2,164.4,35.0,88.9,86.3,535.1,2.036,0.86,238.7,375496,2,0.7501,10804.6,Bearing Failure,Warning
2023-01-26 02:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,14589.2,186.0,Bearing Replacement,4.124,79.4,473.2,193.2,63.4,99.6,80.0,262.6,0.81,0.911,381.1,200183,3,0.4227,15342.0,Normal,Normal
2023-01-26 03:00:00,Hydraulic_Press_01,Hydraulic Press,26794.3,1290.0,Bearing Replacement,8.971,82.6,256.7,177.9,41.7,80.8,83.3,124.8,0.212,0.822,236.6,466573,2,0.7873,0.0,Lubrication Failure,Immediate Action
2023-01-26 04:00:00,Annealing_Furnace_02,Annealing Furnace,11346.9,1220.0,Lubrication,4.339,128.8,411.3,174.7,75.3,101.1,79.4,207.4,4.701,0.887,371.4,170764,1,0.4048,21483.6,Normal,Normal
2023-01-26 04:00:00,Hot_Strip_Mill_01,Hot Strip Mill,6193.9,1221.0,Electrical Inspection,2.496,95.6,890.1,194.4,80.8,112.3,73.1,473.7,0.817,0.913,470.3,97262,1,0.1849,32369.5,Normal,Normal
2023-01-26 07:00:00,Hot_Strip_Mill_01,Hot Strip Mill,34103.2,1646.0,Lubrication,8.665,114.9,1089.2,164.0,28.2,75.0,86.7,554.0,3.05,0.798,166.2,510174,4,0.9583,4659.4,Thermal Degradation,Critical
2023-01-26 09:00:00,Annealing_Furnace_01,Annealing Furnace,34522.9,237.0,Lubrication,8.866,136.2,474.1,160.3,27.8,70.8,84.9,232.4,13.192,0.772,173.9,358776,1,0.9663,0.0,Electrical Fault,Immediate Action
2023-01-26 14:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,17989.9,53.0,Alignment Check,5.817,76.8,871.4,180.7,55.9,84.4,81.8,455.7,2.207,0.866,304.1,167819,5,0.6223,19319.3,Mechanical Wear,Normal
2023-01-26 14:00:00,Hydraulic_Press_01,Hydraulic Press,32706.0,462.0,Alignment Check,8.047,81.3,236.8,170.2,23.8,82.8,86.6,133.3,5.272,0.82,209.3,389846,2,0.872,0.0,Mechanical Wear,Immediate Action
2023-01-26 15:00:00,Hot_Strip_Mill_02,Hot Strip Mill,18343.3,220.0,Full Overhaul,4.945,90.5,1044.2,176.5,55.1,100.3,76.2,490.3,0.383,0.899,332.3,315893,1,0.4931,22029.8,Normal,Normal
2023-01-26 15:00:00,Rolling_Mill_02,Rolling Mill,10276.4,1527.0,Lubrication,3.782,85.4,917.8,185.7,81.7,106.2,76.5,464.2,5.358,0.875,442.5,187431,1,0.3117,31354.8,Normal,Normal
2023-01-26 15:00:00,Rolling_Mill_01,Rolling Mill,9414.8,157.0,Electrical Inspection,3.364,91.6,943.7,184.8,72.4,108.5,79.4,457.4,4.196,0.918,408.1,165408,2,0.3253,29616.9,Normal,Normal
2023-01-26 15:00:00,Hot_Strip_Mill_01,Hot Strip Mill,32539.7,727.0,Bearing Replacement,9.093,114.4,1120.6,158.9,21.5,65.1,88.7,563.0,5.921,0.845,173.2,321937,8,0.9764,5907.8,Lubrication Failure,Warning
2023-01-26 15:00:00,Hydraulic_Press_03,Hydraulic Press,6118.4,1797.0,Bearing Replacement,1.598,71.8,217.6,187.2,93.7,108.8,73.8,111.9,2.418,0.915,469.9,116412,0,0.1228,12776.1,Normal,Normal
2023-01-26 16:00:00,Ladle_Crane_03,Ladle Crane,20329.2,1795.0,Bearing Replacement,6.26,58.7,359.2,175.4,47.8,89.6,79.9,190.1,5.416,0.84,287.2,257182,2,0.6622,27159.5,Lubrication Failure,Normal
2023-01-26 18:00:00,Continuous_Caster_02,Continuous Caster,19487.8,716.0,Lubrication,6.313,102.0,673.0,177.2,59.0,84.5,77.9,363.4,1.701,0.867,309.5,351792,3,0.58,14987.7,Thermal Degradation,Normal
2023-01-26 19:00:00,Continuous_Caster_02,Continuous Caster,25912.8,1210.0,Lubrication,6.858,104.2,701.0,170.4,46.9,94.0,84.3,356.3,1.089,0.854,262.6,402003,1,0.6994,8168.0,Lubrication Failure,Warning
2023-01-26 22:00:00,Annealing_Furnace_03,Annealing Furnace,17523.6,394.0,Seal Replacement,4.68,131.0,432.0,182.8,61.9,93.4,77.9,198.8,0.04,0.838,347.5,307025,5,0.4639,14002.8,Normal,Normal
2023-01-27 01:00:00,Pickling_Line_02,Pickling Line,9602.8,155.0,Alignment Check,2.949,60.4,295.7,190.5,77.3,98.7,77.4,152.1,0.561,0.926,407.0,80313,1,0.2779,18673.2,Normal,Normal
2023-01-27 02:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,6011.9,1529.0,Seal Replacement,3.018,84.5,471.7,194.7,78.9,102.3,78.5,246.5,0.063,0.872,430.9,79456,1,0.2794,25090.8,Normal,Normal
2023-01-27 03:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,21766.6,15.0,Seal Replacement,5.928,86.3,509.0,179.2,51.3,83.9,80.0,266.2,1.238,0.871,311.4,332515,5,0.6325,9288.0,Thermal Degradation,Normal
2023-01-27 04:00:00,Rolling_Mill_03,Rolling Mill,25192.8,1658.0,Full Overhaul,7.66,98.5,1034.9,172.1,37.9,79.2,83.7,534.4,8.438,0.788,237.1,313351,4,0.827,15303.1,Thermal Degradation,Normal
2023-01-27 06:00:00,Cold_Rolling_Mill_01,Cold Rolling Mill,19976.3,674.0,Seal Replacement,5.774,71.2,863.2,170.9,51.7,90.7,83.5,436.7,4.272,0.844,297.3,349040,3,0.6147,14849.6,Electrical Fault,Normal
2023-01-27 10:00:00,Hot_Strip_Mill_01,Hot Strip Mill,25868.5,265.0,Electrical Inspection,6.722,103.5,1028.3,167.4,45.5,81.6,81.8,537.4,2.347,0.868,268.2,431574,4,0.676,11496.1,Bearing Failure,Normal
2023-01-27 12:00:00,Hot_Strip_Mill_01,Hot Strip Mill,5039.1,1011.0,Lubrication,2.347,86.2,943.0,196.2,82.0,109.3,76.4,479.9,2.476,0.904,490.7,63884,0,0.2143,33687.3,Normal,Normal
2023-01-27 15:00:00,Rolling_Mill_03,Rolling Mill,30898.2,1945.0,Alignment Check,7.666,103.6,1008.4,175.1,31.0,74.2,83.9,546.1,0.671,0.846,237.0,409936,1,0.8356,8110.5,Electrical Fault,Warning
2023-01-27 17:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,20425.6,1471.0,Full Overhaul,5.552,71.6,831.6,182.1,63.8,97.5,78.0,434.2,2.364,0.868,336.4,283853,3,0.5528,14206.1,Electrical Fault,Normal
2023-01-27 19:00:00,Pickling_Line_03,Pickling Line,4526.9,1520.0,Electrical Inspection,2.415,61.7,276.6,195.9,84.2,107.5,75.2,141.6,0.405,0.931,469.5,65826,0,0.1431,23886.7,Normal,Normal
2023-01-27 20:00:00,Pickling_Line_01,Pickling Line,16221.2,814.0,Bearing Replacement,5.43,67.4,300.9,181.6,56.7,104.4,82.0,156.5,0.732,0.871,344.9,187833,2,0.462,11738.2,Normal,Normal
2023-01-28 00:00:00,Pickling_Line_03,Pickling Line,29583.2,900.0,Seal Replacement,8.607,77.1,341.9,178.7,33.3,75.2,86.2,176.6,2.512,0.797,192.6,317987,4,0.8899,0.0,Thermal Degradation,Immediate Action
2023-01-28 01:00:00,Rolling_Mill_01,Rolling Mill,31424.9,1687.0,Seal Replacement,8.416,110.2,994.4,167.2,28.6,77.3,87.1,520.3,6.846,0.848,179.3,293911,6,0.9229,9906.8,Bearing Failure,Warning
2023-01-28 02:00:00,Pickling_Line_03,Pickling Line,9336.3,168.0,Lubrication,2.818,60.8,291.2,188.6,89.5,101.0,77.2,145.5,1.036,0.913,428.2,90411,4,0.2609,19578.3,Normal,Normal
2023-01-28 04:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,24923.2,110.0,Electrical Inspection,7.889,67.1,914.0,178.0,35.8,79.0,87.3,463.7,0.916,0.8,225.0,339239,6,0.797,13000.4,Electrical Fault,Normal
2023-01-28 06:00:00,Ladle_Crane_02,Ladle Crane,3589.5,1379.0,Electrical Inspection,1.83,50.0,335.7,205.5,93.5,125.8,72.6,174.6,1.451,0.95,481.8,57336,0,0.0788,45433.4,Normal,Normal
2023-01-28 06:00:00,Hot_Strip_Mill_02,Hot Strip Mill,1270.8,545.0,Alignment Check,0.807,94.8,910.0,192.8,95.9,117.3,67.6,463.6,0.576,0.92,534.3,20320,0,0.0,37219.1,Normal,Normal
2023-01-28 10:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,19657.9,1999.0,Alignment Check,5.584,85.8,526.8,170.5,53.7,92.6,83.3,263.4,1.816,0.86,302.2,264948,3,0.5848,10359.2,Electrical Fault,Normal
2023-01-28 11:00:00,Continuous_Caster_01,Continuous Caster,24349.5,1989.0,Alignment Check,6.482,100.8,704.6,171.2,35.7,83.2,79.5,350.9,0.027,0.819,263.0,375602,2,0.6948,11005.7,Lubrication Failure,Normal
2023-01-28 12:00:00,Continuous_Caster_03,Continuous Caster,27873.0,1286.0,Alignment Check,7.947,115.3,702.3,174.0,25.9,77.2,83.2,355.3,5.556,0.81,242.2,543745,4,0.8086,5935.9,Thermal Degradation,Warning
2023-01-28 13:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,11973.5,926.0,Seal Replacement,3.791,82.5,501.9,181.9,67.0,107.1,76.1,260.2,2.686,0.896,382.1,236925,2,0.379,16764.2,Normal,Normal
2023-01-28 14:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,327.7,16.0,Seal Replacement,0.826,54.7,761.0,194.9,100.0,127.0,70.4,386.8,0.359,0.954,516.5,5944,0,0.0001,35628.8,Normal,Normal
2023-01-28 17:00:00,Hydraulic_Press_03,Hydraulic Press,16835.2,1204.0,Electrical Inspection,6.411,75.4,236.7,181.1,51.2,81.9,82.4,125.4,3.24,0.838,301.9,319406,3,0.5739,2659.3,Lubrication Failure,Critical
2023-01-28 18:00:00,Rolling_Mill_03,Rolling Mill,653.3,179.0,Electrical Inspection,1.138,85.6,840.9,189.1,94.6,115.7,73.9,425.2,0.793,0.948,495.6,6292,0,0.0319,40472.6,Normal,Normal
2023-01-28 19:00:00,Hot_Strip_Mill_01,Hot Strip Mill,3310.3,1808.0,Bearing Replacement,1.202,90.4,915.0,195.4,86.7,111.2,71.4,445.5,3.297,0.905,484.0,37555,2,0.0721,32979.0,Normal,Normal
2023-01-28 21:00:00,Hydraulic_Press_03,Hydraulic Press,11501.4,229.0,Seal Replacement,3.643,70.1,235.9,180.3,74.5,103.7,79.8,111.0,2.787,0.919,444.8,223677,0,0.3581,7647.6,Normal,Normal
2023-01-28 22:00:00,Annealing_Furnace_01,Annealing Furnace,15357.3,199.0,Seal Replacement,4.223,132.5,417.0,182.6,61.7,100.5,78.0,216.1,2.446,0.885,348.8,146865,1,0.4345,16242.7,Normal,Normal
2023-01-28 23:00:00,Rolling_Mill_03,Rolling Mill,9853.5,1440.0,Electrical Inspection,3.289,96.1,833.5,183.8,85.3,101.8,80.0,437.9,2.127,0.906,438.1,182243,2,0.2872,28300.8,Normal,Normal
2023-01-29 02:00:00,Annealing_Furnace_01,Annealing Furnace,20407.1,306.0,Alignment Check,5.205,138.3,435.1,178.1,57.4,90.8,79.2,222.8,3.007,0.854,318.0,270813,2,0.5278,13201.9,Normal,Normal
2023-01-29 05:00:00,Hydraulic_Press_02,Hydraulic Press,2031.7,1172.0,Alignment Check,0.641,61.2,203.5,201.8,94.1,120.5,71.2,105.2,0.219,0.933,550.0,40024,0,0.0084,17858.5,Normal,Normal
2023-01-29 06:00:00,Hot_Strip_Mill_03,Hot Strip Mill,5145.8,1591.0,Lubrication,2.278,99.2,957.0,192.6,72.5,108.7,74.3,476.4,2.788,0.937,434.3,85413,1,0.2001,32167.0,Normal,Normal
2023-01-29 07:00:00,Electric_Arc_Furnace_02,Electric Arc Furnace,24364.5,4.0,Electrical Inspection,5.895,123.5,1405.0,171.9,43.1,93.0,79.7,712.3,0.384,0.862,284.8,293457,3,0.6344,986.5,Electrical Fault,Immediate Action
2023-01-29 08:00:00,Hot_Strip_Mill_03,Hot Strip Mill,5060.7,305.0,Seal Replacement,2.828,94.3,972.7,192.8,88.6,109.4,75.2,470.3,2.173,0.948,486.9,47655,0,0.1385,33946.9,Normal,Normal
2023-01-29 08:00:00,Rolling_Mill_02,Rolling Mill,22428.2,356.0,Bearing Replacement,6.613,103.0,987.1,185.0,35.6,89.8,80.5,529.9,0.063,0.837,278.9,243717,5,0.6571,17820.2,Bearing Failure,Normal
2023-01-29 08:00:00,Pickling_Line_01,Pickling Line,2008.5,1108.0,Seal Replacement,1.739,57.4,293.1,199.3,85.8,112.5,73.4,145.3,0.581,0.926,476.1,33041,0,0.128,25934.3,Normal,Normal
2023-01-29 09:00:00,Hot_Strip_Mill_01,Hot Strip Mill,6291.6,1721.0,Alignment Check,2.69,91.6,972.7,192.2,78.9,110.8,79.2,480.4,0.869,0.913,447.0,121989,0,0.2177,32427.6,Normal,Normal
2023-01-29 09:00:00,Rolling_Mill_03,Rolling Mill,14317.6,1597.0,Full Overhaul,4.649,92.0,935.2,183.4,66.5,106.2,78.7,471.5,1.974,0.898,382.8,169705,3,0.385,24502.2,Normal,Normal
2023-01-29 14:00:00,Hydraulic_Press_02,Hydraulic Press,3926.3,126.0,Seal Replacement,1.82,62.5,193.2,198.0,88.6,107.8,72.3,106.8,2.223,0.943,497.5,56608,0,0.1062,16923.7,Normal,Normal
2023-01-29 15:00:00,Blast_Furnace_Blower_03,Blast Furnace Blower,19889.4,1017.0,Seal Replacement,4.746,81.7,492.5,177.8,60.9,92.0,77.8,245.3,1.009,0.869,346.4,284342,0,0.4593,9912.8,Normal,Normal
2023-01-29 15:00:00,Continuous_Caster_01,Continuous Caster,32498.9,1739.0,Seal Replacement,8.836,114.3,735.2,162.8,21.6,68.4,84.7,390.1,5.947,0.786,215.6,574769,2,0.9308,1609.9,Mechanical Wear,Immediate Action
2023-01-29 15:00:00,Rolling_Mill_01,Rolling Mill,2012.1,142.0,Electrical Inspection,1.016,85.9,862.7,192.5,100.0,116.1,73.7,399.4,0.45,0.95,550.0,35345,0,0.0541,38205.7,Normal,Normal
2023-01-29 17:00:00,Continuous_Caster_01,Continuous Caster,14812.2,52.0,Lubrication,4.526,102.4,644.8,177.3,61.4,96.2,77.7,335.6,0.224,0.854,366.8,240615,0,0.4445,20190.5,Normal,Normal
2023-01-29 18:00:00,Rolling_Mill_01,Rolling Mill,24793.0,94.0,Seal Replacement,6.816,97.1,1001.3,177.3,32.8,86.8,80.4,500.0,2.363,0.889,280.0,481605,3,0.6762,13747.4,Mechanical Wear,Normal
2023-01-29 19:00:00,Electric_Arc_Furnace_02,Electric Arc Furnace,16247.8,1863.0,Seal Replacement,4.224,123.0,1363.0,187.5,56.8,105.3,78.8,643.2,2.22,0.878,428.9,243023,2,0.4374,8375.2,Normal,Normal
2023-01-29 20:00:00,Cold_Rolling_Mill_03,Cold Rolling Mill,28246.7,798.0,Seal Replacement,7.91,78.0,897.0,171.1,33.6,79.6,86.2,489.3,1.799,0.812,198.4,531203,6,0.8671,9684.9,Lubrication Failure,Warning
2023-01-29 20:00:00,Hot_Strip_Mill_01,Hot Strip Mill,6369.6,120.0,Seal Replacement,1.989,89.3,910.9,193.0,89.0,110.7,73.5,468.2,0.663,0.93,451.9,86914,0,0.1652,30094.2,Normal,Normal
2023-01-29 21:00:00,Cold_Rolling_Mill_02,Cold Rolling Mill,33589.8,1992.0,Seal Replacement,7.949,77.5,920.9,163.0,28.3,73.6,85.2,478.4,9.846,0.829,203.0,575850,7,0.864,1664.3,Thermal Degradation,Immediate Action
2023-01-30 02:00:00,Pickling_Line_03,Pickling Line,13542.2,1909.0,Bearing Replacement,4.058,65.7,310.1,183.6,60.0,104.4,78.7,160.2,2.387,0.878,357.7,146378,1,0.4114,13660.9,Normal,Normal
2023-01-30 03:00:00,Blast_Furnace_Blower_02,Blast Furnace Blower,12020.8,836.0,Alignment Check,4.08,86.6,496.6,175.6,72.6,104.0,77.8,250.8,1.813,0.896,404.7,218846,4,0.3866,17204.9,Normal,Normal
2023-01-30 05:00:00,Blast_Furnace_Blower_01,Blast Furnace Blower,30623.7,206.0,Electrical Inspection,8.404,95.6,533.6,170.2,18.7,83.5,86.4,301.2,0.359,0.802,187.2,374632,4,0.9177,0.0,Lubrication Failure,Immediate Action
2023-01-30 10:00:00,Rolling_Mill_03,Rolling Mill,19779.0,1487.0,Electrical Inspection,5.094,99.1,1033.3,165.1,59.1,97.3,78.3,500.6,1.838,0.894,315.9,330539,2,0.5343,20759.1,Normal,Normal
2023-01-30 13:00:00,Hot_Strip_Mill_02,Hot Strip Mill,18123.9,120.0,Seal Replacement,5.61,102.4,949.9,184.2,56.4,93.4,77.7,526.3,1.802,0.889,328.4,215106,2,0.5178,21367.9,Normal,Normal
2023-01-30 15:00:00,Rolling_Mill_01,Rolling Mill,25471.5,1255.0,Alignment Check,7.268,92.1,1032.4,164.9,42.2,87.0,81.7,537.2,2.35,0.827,245.5,495135,6,0.7543,14772.5,Bearing Failure,Normal
2023-01-30 16:00:00,Hot_Strip_Mill_01,Hot Strip Mill,20336.2,1523.0,Bearing Replacement,5.933,101.9,1022.2,174.8,47.1,97.5,76.8,534.9,4.966,0.847,282.5,209228,2,0.6292,16883.6,Electrical Fault,Normal
2023-01-30 16:00:00,Ladle_Crane_03,Ladle Crane,5771.8,425.0,Full Overhaul,2.249,48.4,364.2,188.1,92.1,107.9,72.5,168.6,1.607,0.91,448.7,82680,3,0.19,46538.1,Normal,Normal
2023-01-30 17:00:00,Annealing_Furnace_03,Annealing Furnace,23629.5,1887.0,Full Overhaul,6.973,142.4,452.8,167.3,33.7,80.5,84.1,237.1,1.004,0.842,252.3,300915,3,0.7139,6384.7,Bearing Failure,Warning
2023-01-30 20:00:00,Cold_Rolling_Mill_01,Cold Rolling Mill,4758.1,1992.0,Bearing Replacement,1.814,65.0,792.6,183.8,94.9,109.8,74.8,379.8,0.687,0.945,469.8,68600,1,0.0993,31969.3,Normal,Normal
